Index	ACLF1	ACLF2	ACLF3	ACLF4	ACLF5	ACLF6	ACLF7	ACLF8	ACLF10	ACLF11	ACLF12	ACLF14	ACLF15	CC1	CC2	CC3	CC4	CC5	CC6	CC7	CC8	CHB1	IT1	CHB2	CHB3	CHB4	CHB5	CHB6	CHB7	DC1	DC2	DC3	DC4	DC5	DC6	DC7	DC8	DC9	DC10	DC11	DC12	IT2	IT3
Anaerostipes	0.016905282	0.001736086	5.37E-05	1.57E-04	2.36E-04	8.36E-05	0.001575644	2.44E-04	0.001371418	4.48E-05	6.04E-04	5.52E-04	0.001027748	0.001103358	1.93E-04	7.23E-04	0.002053312	5.22E-04	9.71E-05	2.10E-04	7.67E-05	1.19E-04	0.003452287	1.52E-05	1.98E-05	6.24E-04	2.72E-07	1.02E-05	1.64E-04	5.50E-05	8.12E-04	3.51E-05	5.22E-05	6.84E-05	2.38E-04	3.96E-04	2.50E-05	4.51E-05	1.12E-05	3.77E-05	1.02E-04	0.003919967	2.86E-04
Odoribacter	5.74E-04	4.36E-04	7.91E-04	5.83E-04	0.004958536	7.82E-05	0.013499032	0.005076226	0.005472883	5.97E-04	0.002014483	0.006779659	0.001081305	0.002279964	0.00374982	0.00298335	3.70E-04	0.001420675	1.29E-04	0.011259789	2.93E-04	0.002006415	8.35E-04	1.68E-04	9.94E-07	0.004202615	1.15E-06	4.07E-04	2.92E-04	7.01E-07	0.00864568	2.82E-04	5.79E-04	3.19E-06	0.012750993	2.03E-04	1.13E-04	1.97E-04	1.60E-04	7.72E-05	2.39E-04	6.44E-04	3.49E-04
Anaerobutyricum	0.001353116	0.001021932	2.57E-04	0.004478843	2.80E-04	5.08E-05	5.96E-04	2.70E-04	7.86E-05	1.82E-04	6.88E-04	0.001351113	0.001300712	0.001324567	6.74E-04	0.00121209	7.92E-05	1.28E-04	4.02E-05	2.00E-04	2.63E-05	1.12E-04	5.39E-04	2.84E-06	9.51E-06	4.87E-04	3.13E-07	1.25E-05	5.32E-05	6.80E-07	0.001259823	2.44E-05	2.13E-05	0	6.78E-04	5.37E-04	5.82E-06	2.34E-05	2.53E-06	2.79E-06	3.02E-05	8.72E-05	2.97E-04
Roseburia	0.001562711	0.032756687	0.004160336	6.75E-04	0.037935507	1.73E-04	0.024399854	0.00152455	0.038119189	0.003075229	0.011756884	0.012499882	0.019117978	0.042494869	9.32E-04	0.010225945	0.014911573	0.07241653	2.79E-04	0.01587312	2.15E-04	0.014698603	0.022432815	1.77E-04	3.88E-05	0.021407726	3.61E-05	3.02E-04	0.001625344	1.08E-05	0.024076992	0.009690727	1.96E-04	3.34E-05	0.015751528	5.14E-04	1.11E-04	3.84E-04	5.84E-05	5.12E-05	2.09E-04	0.001040551	0.004912633
Lachnospira	2.68E-04	0.012559555	0.002291748	0.003129123	0.008808789	2.16E-05	0.024056716	2.67E-04	0.01519404	7.32E-04	0.005489749	0.026499778	0.014449725	0.034111402	0.002386906	0.005426698	0.023350939	0.010168891	5.02E-05	0.003106493	3.40E-05	0.00328767	0.020107706	3.35E-05	2.33E-05	8.34E-04	9.11E-06	4.13E-05	0.017634759	1.41E-04	0.008598876	2.77E-05	1.41E-05	1.20E-05	0.006042426	1.05E-04	5.53E-06	5.24E-05	6.42E-06	6.43E-05	4.02E-05	0.001885708	9.49E-04
Paraprevotella	2.99E-04	4.21E-04	5.61E-04	3.98E-04	2.68E-04	2.18E-04	0.004973616	0.012021209	3.49E-04	0.001094752	7.92E-04	0.017583335	0.003473465	3.52E-04	0.010559778	0.003438095	4.06E-04	4.94E-04	3.46E-04	1.59E-04	5.76E-04	0.001743866	0.001668212	7.00E-04	1.85E-06	3.59E-04	1.43E-06	1.99E-04	0.019604359	2.55E-06	5.64E-04	2.41E-04	4.14E-04	1.81E-06	0.005478346	3.23E-04	2.14E-04	3.87E-04	3.91E-04	1.99E-04	1.42E-04	3.49E-04	2.93E-04
Citrobacter	3.02E-05	4.59E-05	4.33E-05	4.98E-06	3.75E-04	0.006564586	3.80E-05	4.83E-05	2.02E-05	1.76E-05	2.49E-05	1.38E-05	2.85E-04	2.28E-05	1.18E-05	1.55E-04	1.04E-05	0.025459481	0.00122675	0.002173447	0.003102053	0.011434707	1.95E-04	1.22E-04	0.002466516	3.00E-04	0.002480322	5.50E-04	6.20E-05	0.001191621	6.02E-05	2.94E-05	5.30E-05	0.002936782	1.67E-04	4.09E-04	0.003440417	6.85E-04	1.23E-04	6.47E-05	0.001279857	8.55E-05	2.20E-04
Klebsiella	0.005514796	0.004102356	2.85E-04	4.61E-04	0.00519739	0.101384523	0.003703228	3.84E-04	8.23E-04	8.81E-04	3.38E-04	5.44E-04	0.003816889	5.88E-04	5.85E-04	0.00642495	5.49E-04	0.003425171	0.005193925	0.092377006	7.23E-04	0.019337426	0.001220864	0.024665924	0.053068483	0.006178797	0.736094048	0.00379066	0.001058101	0.006223295	0.010686298	0.006551784	4.22E-04	0.024672629	0.013834819	0.002459274	0.093188028	0.185218058	0.016569515	0.001810139	0.113358847	0.021804008	0.058347517
Escherichia	3.96E-04	0.00128034	6.17E-04	3.87E-04	0.003062181	0.060985032	0.00211994	0.001147064	5.48E-04	0.001377592	5.35E-04	4.00E-04	0.037856167	0.001003249	1.57E-04	9.70E-04	2.00E-04	0.003808896	0.028339248	0.010936205	4.71E-04	0.003026721	0.024852176	8.16E-04	0.318019075	0.00202753	0.015488844	0.076542993	0.006268391	0.137383275	0.00201262	9.36E-05	0.00529319	0.009056864	0.002734089	0.058828816	0.033742471	0.008240273	0.003364883	0.002001385	0.007778052	0.001366272	0.001273037
Alistipes	0.001039657	0.001822638	0.003580788	0.001075535	0.035586844	4.68E-04	0.044262235	0.027850466	0.010825081	9.77E-04	0.006011165	0.018590038	0.001082598	0.018538391	0.014424417	0.017010594	9.22E-04	0.008021876	8.45E-04	0.024603054	0.001133561	0.007587325	9.11E-04	0.003655853	2.50E-05	0.024214086	3.53E-05	7.23E-04	0.001057302	2.30E-05	0.098363725	7.26E-04	0.020572224	1.60E-05	0.009595633	9.30E-04	7.17E-04	0.001047612	0.001137878	4.33E-04	5.54E-04	6.31E-04	9.93E-04
Shigella	1.38E-04	2.73E-04	1.33E-04	1.12E-04	6.05E-04	0.0128692	3.98E-04	1.54E-04	1.16E-04	2.97E-04	9.17E-05	7.37E-05	0.00452006	1.74E-04	1.08E-04	3.16E-04	3.57E-05	0.001490968	0.004633835	0.003276838	1.70E-04	0.001118128	0.00400135	3.99E-04	0.056776493	8.42E-04	0.011129131	0.012635417	0.001018503	0.024573648	4.87E-04	7.76E-05	4.10E-04	0.005263217	5.77E-04	0.007149196	0.007509171	0.003338413	5.67E-04	2.63E-04	0.001764183	4.11E-04	9.20E-04
Salmonella	1.69E-04	2.27E-04	3.33E-04	1.25E-04	3.42E-04	0.004987224	2.27E-04	1.90E-04	1.33E-04	4.20E-04	2.02E-04	1.12E-04	6.94E-04	1.79E-04	2.02E-04	3.95E-04	2.18E-04	0.001764689	6.50E-04	0.002335305	3.26E-04	0.001264788	5.64E-04	5.90E-04	0.013989119	0.001003006	0.013058775	0.001492374	2.61E-04	0.002825243	3.26E-04	2.25E-04	1.50E-04	0.005033592	7.21E-04	9.68E-04	0.002712827	0.003327362	3.22E-04	9.87E-05	0.001525331	5.55E-04	0.001241423
Enterococcus	4.25E-04	1.73E-04	9.82E-05	5.00E-04	2.42E-04	2.10E-04	2.18E-04	1.93E-04	6.41E-04	1.79E-04	8.01E-04	1.32E-04	1.50E-04	2.18E-04	7.20E-05	5.86E-04	9.20E-05	2.19E-04	1.05E-04	4.80E-04	0.002582737	1.57E-04	3.62E-04	0.00133493	0.088327015	2.53E-04	5.84E-04	0.007547276	7.45E-05	0.67193125	5.36E-04	1.76E-04	0.00292466	0.219718189	2.31E-04	2.19E-04	0.027964591	8.54E-04	0.016556218	0.59741619	0.029734049	4.15E-04	3.31E-04
Enterobacter	4.19E-04	2.96E-04	4.55E-05	6.95E-05	7.14E-04	0.062161186	2.24E-04	1.04E-04	8.70E-05	4.50E-05	5.04E-05	6.83E-05	5.78E-04	1.07E-04	4.43E-05	0.003688282	4.22E-05	0.002486852	7.68E-04	0.025043392	2.56E-04	0.002550297	4.18E-04	7.04E-04	0.009470627	0.025858973	0.019875161	0.001204697	1.64E-04	0.002501158	6.11E-04	1.65E-04	1.58E-04	0.316302874	0.011375609	0.001156246	0.00351222	0.004804753	0.001479864	9.57E-05	0.010686529	6.69E-04	0.00164618
Megamonas	1.16E-04	0.003285011	0.006406959	0.056638859	2.50E-05	2.31E-05	1.04E-05	6.17E-05	0.010326448	0.018603881	6.07E-05	3.63E-05	0.024434956	1.39E-04	1.95E-05	3.91E-05	0.030207684	2.51E-05	1.34E-05	1.90E-05	3.29E-05	7.50E-05	2.33E-05	2.27E-05	1.83E-05	1.12E-05	1.13E-05	8.36E-05	2.13E-05	3.59E-05	4.00E-05	7.22E-06	3.73E-06	0	4.59E-06	4.18E-06	1.34E-05	3.05E-05	1.35E-05	1.76E-05	3.12E-05	0.09955491	3.65E-05
